,id,accession_number,artist,artistRole,artistId,title,dateText,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,inscription,thumbnailCopyright,thumbnailUrl,url
27446,52059,D24722,"Turner, Joseph Mallord William",artist,558,?On the Meuse,c.1830,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1830,1856.0,support: 142 x 191 mm,142,191,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24722_8.jpg,http://www.tate.org.uk/art/artworks/turner-on-the-meuse-d24722
27447,52060,D24723,"Turner, Joseph Mallord William",artist,558,Distant View of Cochem,c.1839,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1839,1856.0,support: 141 x 190 mm,141,190,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24723_8.jpg,http://www.tate.org.uk/art/artworks/turner-distant-view-of-cochem-d24723
27448,52061,D24724,"Turner, Joseph Mallord William",artist,558,"Dinant, on the Meuse, from the South",c.1839,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1839,1856.0,support: 139 x 192 mm,139,192,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24724_8.jpg,http://www.tate.org.uk/art/artworks/turner-dinant-on-the-meuse-from-the-south-d24724
27449,52062,D24725,"Turner, Joseph Mallord William",artist,558,Cochem from Cond,c.1839,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1839,1856.0,support: 139 x 190 mm,139,190,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24725_8.jpg,http://www.tate.org.uk/art/artworks/turner-cochem-from-cond-d24725
27450,52063,D24726,"Turner, Joseph Mallord William",artist,558,A Chasse-Marrée and Other Vessels under a Cloudy Sky,c.1826–8,Gouache and pen and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1826,1856.0,support: 142 x 195 mm,142,195,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24726_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-chasse-marree-and-other-vessels-under-a-cloudy-sky-d24726
27451,52064,D24727,"Turner, Joseph Mallord William",artist,558,Rouen: The Towers of the Cathedral Seen beyond a Sailing Boat,c.1832,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1832,1856.0,support: 140 x 192 mm,140,192,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24727_8.jpg,http://www.tate.org.uk/art/artworks/turner-rouen-the-towers-of-the-cathedral-seen-beyond-a-sailing-boat-d24727
27452,52065,D24728,"Turner, Joseph Mallord William",artist,558,Montjean-sur-Loire,c.1826–8,Watercolour and gouache on paper,Accepted by the nation as part of the Turner Bequest 1856,1830,1856.0,support: 141 x 197 mm,141,197,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24728_8.jpg,http://www.tate.org.uk/art/artworks/turner-montjean-sur-loire-d24728
27453,52066,D24729,"Turner, Joseph Mallord William",artist,558,Boats Struggling against the Current at Quillebeuf,c.1832,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1832,1856.0,support: 143 x 191 mm,143,191,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24729_8.jpg,http://www.tate.org.uk/art/artworks/turner-boats-struggling-against-the-current-at-quillebeuf-d24729
27454,52067,D24730,"Turner, Joseph Mallord William",artist,558,Castle and Moat,c.1830,"Chalk, gouache and watercolour on paper",Accepted by the nation as part of the Turner Bequest 1856,1830,1856.0,support: 139 x 190 mm,139,190,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24730_8.jpg,http://www.tate.org.uk/art/artworks/turner-castle-and-moat-d24730
27455,52068,D24731,"Turner, Joseph Mallord William",artist,558,"Mézières, with the Pont de Pierre and Church of Notre-Dame",c.1839,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1839,1856.0,support: 139 x 193 mm,139,193,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24731_8.jpg,http://www.tate.org.uk/art/artworks/turner-mezieres-with-the-pont-de-pierre-and-church-of-notre-dame-d24731
27456,52069,D24732,"Turner, Joseph Mallord William",artist,558,Franchimont from the South,c.1839,"Gouache, pen and ink and watercolour on paper",Accepted by the nation as part of the Turner Bequest 1856,1839,1856.0,support: 140 x 191 mm,140,191,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24732_8.jpg,http://www.tate.org.uk/art/artworks/turner-franchimont-from-the-south-d24732
27457,52070,D24733,"Turner, Joseph Mallord William",artist,558,"The Lantern of Roche-Corbon, near Tours",c.1826–8,Watercolour and gouache on paper,Accepted by the nation as part of the Turner Bequest 1856,1826,1856.0,support: 145 x 197 mm,145,197,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24733_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-lantern-of-roche-corbon-near-tours-d24733
27458,52071,D24734,"Turner, Joseph Mallord William",artist,558,The Ruins of the Château of Tancarville from Above,c.1832,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1832,1856.0,support: 141 x 190 mm,141,190,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24734_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-ruins-of-the-chateau-of-tancarville-from-above-d24734
27459,52072,D24735,"Turner, Joseph Mallord William",artist,558,Burg Treis,c.1839,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1839,1856.0,support: 140 x 190 mm,140,190,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24735_8.jpg,http://www.tate.org.uk/art/artworks/turner-burg-treis-d24735
27460,52073,D24736,"Turner, Joseph Mallord William",artist,558,Rocks on the Meuse,c.1839,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1839,1856.0,support: 140 x 190 mm,140,190,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24736_8.jpg,http://www.tate.org.uk/art/artworks/turner-rocks-on-the-meuse-d24736
27461,52074,D24737,"Turner, Joseph Mallord William",artist,558,Tancarville: An Avenue of Trees,c.1832,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1832,1856.0,support: 142 x 189 mm,142,189,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24737_8.jpg,http://www.tate.org.uk/art/artworks/turner-tancarville-an-avenue-of-trees-d24737
27462,52075,D24738,"Turner, Joseph Mallord William",artist,558,A View Downstream towards Le Havre from near Quillebeuf,c.1832,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1832,1856.0,support: 137 x 191 mm,137,191,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24738_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-view-downstream-towards-le-havre-from-near-quillebeuf-d24738
27463,52076,D24739,"Turner, Joseph Mallord William",artist,558,"Boats on the Seine, between Jumièges and Duclair",c.1832,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1832,1856.0,support: 142 x 193 mm,142,193,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24739_8.jpg,http://www.tate.org.uk/art/artworks/turner-boats-on-the-seine-between-jumieges-and-duclair-d24739
27464,52077,D24740,"Turner, Joseph Mallord William",artist,558,Twilight (?Luxembourg),c.1830,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1830,1856.0,support: 138 x 195 mm,138,195,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24740_8.jpg,http://www.tate.org.uk/art/artworks/turner-twilight-luxembourg-d24740
27465,52078,D24741,"Turner, Joseph Mallord William",artist,558,Pallien and the Napoleonsbrücke,c.1839,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1839,1856.0,support: 139 x 192 mm,139,192,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24741_8.jpg,http://www.tate.org.uk/art/artworks/turner-pallien-and-the-napoleonsbrucke-d24741
27466,52079,D24742,"Turner, Joseph Mallord William",artist,558,"The Rham Plateau, Luxembourg, from the Alzette Valley",c.1839,"Gouache, pen and ink and watercolour on paper",Accepted by the nation as part of the Turner Bequest 1856,1839,1856.0,support: 140 x 193 mm,140,193,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24742_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-rham-plateau-luxembourg-from-the-alzette-valley-d24742
27467,52080,D24743,"Turner, Joseph Mallord William",artist,558,"Honfleur from the Water, at Twilight",c.1832,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1832,1856.0,support: 140 x 192 mm,140,192,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24743_8.jpg,http://www.tate.org.uk/art/artworks/turner-honfleur-from-the-water-at-twilight-d24743
27468,52081,D24744,"Turner, Joseph Mallord William",artist,558,"Honfleur from Above, on the Path to Côte de Grace",c.1832,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1832,1856.0,support: 140 x 192 mm,140,192,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24744_8.jpg,http://www.tate.org.uk/art/artworks/turner-honfleur-from-above-on-the-path-to-cote-de-grace-d24744
27469,52082,D24745,"Turner, Joseph Mallord William",artist,558,The Géronstère Mineral Spring at Spa,c.1839,"Gouache, pen and ink and watercolour on paper",Accepted by the nation as part of the Turner Bequest 1856,1839,1856.0,support: 142 x 190 mm,142,190,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24745_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-geronstere-mineral-spring-at-spa-d24745
27470,52083,D24746,"Turner, Joseph Mallord William",artist,558,Le Havre: Porte Royale,c.1832,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1832,1856.0,support: 137 x 192 mm,137,192,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24746_8.jpg,http://www.tate.org.uk/art/artworks/turner-le-havre-porte-royale-d24746
27471,52084,D24747,"Turner, Joseph Mallord William",artist,558,Honfleur from the South-East,c.1832,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1832,1856.0,support: 140 x 191 mm,140,191,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24747_8.jpg,http://www.tate.org.uk/art/artworks/turner-honfleur-from-the-south-east-d24747
27472,52085,D24748,"Turner, Joseph Mallord William",artist,558,"La Pierre Bécherelle, near Epire",c.1826–8,Watercolour and gouache on paper,Accepted by the nation as part of the Turner Bequest 1856,1826,1856.0,support: 141 x 195 mm,141,195,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24748_8.jpg,http://www.tate.org.uk/art/artworks/turner-la-pierre-becherelle-near-epire-d24748
27473,52086,D24749,"Turner, Joseph Mallord William",artist,558,"Honfleur: The Lieutenancy and the Church of Ste-Catherine, from the Quay of the Vieux Bassin",c.1832,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1832,1856.0,support: 140 x 193 mm,140,193,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24749_8.jpg,http://www.tate.org.uk/art/artworks/turner-honfleur-the-lieutenancy-and-the-church-of-ste-catherine-from-the-quay-of-the-vieux-d24749
27474,52087,D24750,"Turner, Joseph Mallord William",artist,558,"Boats on the Loire, Possibly near Ingrandes",c.1826–8,Watercolour and gouache and pen and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1826,1856.0,support: 140 x 195 mm,140,195,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24750_8.jpg,http://www.tate.org.uk/art/artworks/turner-boats-on-the-loire-possibly-near-ingrandes-d24750
27475,52088,D24751,"Turner, Joseph Mallord William",artist,558,The Tower at Oudon,c.1826–8,"Watercolour, gouache and pen and watercolour on paper",Accepted by the nation as part of the Turner Bequest 1856,1826,1856.0,support: 145 x 195 mm,145,195,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24751_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-tower-at-oudon-d24751
27476,52089,D24752,"Turner, Joseph Mallord William",artist,558,Paris: The Palace of the Tuileries with the Arc du Carousel,c.1833,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1833,1856.0,support: 140 x 195 mm,140,195,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24752_8.jpg,http://www.tate.org.uk/art/artworks/turner-paris-the-palace-of-the-tuileries-with-the-arc-du-carousel-d24752
27477,52090,D24753,"Turner, Joseph Mallord William",artist,558,The ‘Promenade de Sept-Heures’ at Spa,c.1839,"Gouache, pen and ink and watercolour on paper",Accepted by the nation as part of the Turner Bequest 1856,1839,1856.0,support: 140 x 189 mm,140,189,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24753_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-promenade-de-sept-heures-at-spa-d24753
27478,52091,D24754,"Turner, Joseph Mallord William",artist,558,Round Tower: Twilight,c.1830,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1830,1856.0,support: 138 x 192 mm,138,192,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24754_8.jpg,http://www.tate.org.uk/art/artworks/turner-round-tower-twilight-d24754
27479,52092,D24755,"Turner, Joseph Mallord William",artist,558,Interior of a French Cottage,c.1832,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1832,1856.0,support: 122 x 185 mm,122,185,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24755_8.jpg,http://www.tate.org.uk/art/artworks/turner-interior-of-a-french-cottage-d24755
27480,52093,D24756,"Turner, Joseph Mallord William",artist,558,Nantes: Promenade on the Cours St-Pierre,c.1826–8,"Watercolour, gouache and pen and watercolour on paper",Accepted by the nation as part of the Turner Bequest 1856,1826,1856.0,support: 126 x 183 mm,126,183,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24756_8.jpg,http://www.tate.org.uk/art/artworks/turner-nantes-promenade-on-the-cours-st-pierre-d24756
27481,52094,D24757,"Turner, Joseph Mallord William",artist,558,A View of Metz from the North,c.1839,Watercolour and gouache on paper,Accepted by the nation as part of the Turner Bequest 1856,1839,1856.0,support: 140 x 190 mm,140,190,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24757_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-view-of-metz-from-the-north-d24757
27482,52095,D24758,"Turner, Joseph Mallord William",artist,558,Nantes: The Shipyards (or Salorges),c.1826–8,"Watercolour, gouache and pen and watercolour on paper",Accepted by the nation as part of the Turner Bequest 1856,1826,1856.0,support: 132 x 184 mm,132,184,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24758_8.jpg,http://www.tate.org.uk/art/artworks/turner-nantes-the-shipyards-or-salorges-d24758
27483,52096,D24759,"Turner, Joseph Mallord William",artist,558,Saumur: The Ilot Censier from the Pont des Sept Voyes,c.1826–8,"Watercolour, gouache and pen and watercolour on paper",Accepted by the nation as part of the Turner Bequest 1856,1826,1856.0,support: 131 x 184 mm,131,184,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24759_8.jpg,http://www.tate.org.uk/art/artworks/turner-saumur-the-ilot-censier-from-the-pont-des-sept-voyes-d24759
27484,52097,D24760,"Turner, Joseph Mallord William",artist,558,Caudebec-en-Caux from St-Clair,c.1832,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1832,1856.0,support: 141 x 191 mm,141,191,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24760_8.jpg,http://www.tate.org.uk/art/artworks/turner-caudebec-en-caux-from-st-clair-d24760
27485,52098,D24761,"Turner, Joseph Mallord William",artist,558,A View of Harfleur from the Road to Lillebonne,c.1832,Gouache and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1832,1856.0,support: 140 x 192 mm,140,192,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24761_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-view-of-harfleur-from-the-road-to-lillebonne-d24761
27486,52099,D24762,"Turner, Joseph Mallord William",artist,558,Breton Peasants Dancing,c.1826–8,"Watercolour, gouache and pen and watercolour on paper",Accepted by the nation as part of the Turner Bequest 1856,1826,1856.0,support: 132 x 190 mm,132,190,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24762_8.jpg,http://www.tate.org.uk/art/artworks/turner-breton-peasants-dancing-d24762
27487,52100,D24763,"Turner, Joseph Mallord William",artist,558,Fishermen on the Look-Out,c.1830–5,"Chalk, gouache and watercolour on paper",Accepted by the nation as part of the Turner Bequest 1856,1830,1856.0,support: 137 x 196 mm,137,196,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24763_8.jpg,http://www.tate.org.uk/art/artworks/turner-fishermen-on-the-look-out-d24763
27488,52101,D24764,"Turner, Joseph Mallord William",artist,558,"Orléans: The Place de l’Etape, Looking toward the Théâtre, the Hôtel Dieu and the Cathedral",c.1826–8,"Watercolour, gouache and pen and watercolour on paper",Accepted by the nation as part of the Turner Bequest 1856,1826,1856.0,support: 143 x 194 mm,143,194,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24764_8.jpg,http://www.tate.org.uk/art/artworks/turner-orleans-the-place-de-letape-looking-toward-the-theatre-the-hotel-dieu-and-the-d24764
27489,52102,D24765,"Turner, Joseph Mallord William",artist,558,"Nantes: Promenade on the Cours St-Pierre, near the Château",c.1826–8,"Watercolour, gouache and pen and watercolour on paper",Accepted by the nation as part of the Turner Bequest 1856,1826,1856.0,support: 131 x 182 mm,131,182,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24765_8.jpg,http://www.tate.org.uk/art/artworks/turner-nantes-promenade-on-the-cours-st-pierre-near-the-chateau-d24765
